delta_in_out,prob_inward
-2.0,0.0
-1.5999999999999996,0.0
-1.2000000000000002,0.5
-0.8000000000000007,0.75
-0.40000000000000036,0.75
0.0,1.0
0.40000000000000036,1.0
0.7999999999999998,1.0
1.2000000000000002,1.0
1.5999999999999996,1.0
2.0,1.0
